request_id,latency_seconds
822,107.01838374137878
823,107.11846399307251
824,105.90089702606201
825,128.5224859714508
826,129.26869416236877
827,107.0788562297821
828,130.10406184196472
829,128.52251815795898
830,107.10949087142944
831,107.10660409927368
832,107.07349514961243
833,107.10571503639221
834,107.12388372421265
835,129.27357006072998
836,107.06476306915283
837,107.0030448436737
838,107.12319374084473
839,128.40146207809448
840,105.14826011657715
841,130.13254380226135
842,105.23317098617554
843,107.12691617012024
844,107.06835103034973
845,105.13482069969177
846,107.05830216407776
847,107.09594702720642
848,106.9931640625
849,107.09073519706726
850,107.11668610572815
851,130.088360786438
852,107.01909804344177
853,130.12356615066528
854,107.1224730014801
855,98.3958330154419
856,107.05859112739563
857,128.49371099472046
858,128.49434804916382
859,107.04841113090515
860,107.07868099212646
861,107.04918003082275
862,107.08546733856201
863,107.05042505264282
864,107.0758409500122
865,107.09516596794128
866,107.11653304100037
867,107.0722029209137
868,129.2549328804016
869,107.10441374778748
870,98.49600005149841
871,107.0907039642334
872,106.97042608261108
873,107.03963899612427
874,129.24704504013062
875,107.0825777053833
876,107.03975915908813
877,107.09728598594666
878,105.05909299850464
879,106.9676718711853
880,107.09312891960144
881,107.08420419692993
882,130.05466079711914
883,130.05054092407227
884,107.06471395492554
885,107.07857084274292
886,107.10877394676208
887,107.0678961277008
888,107.06158423423767
889,107.02122807502747
890,107.0245749950409
891,107.02514791488647
892,107.09406900405884
893,107.02695608139038
894,107.09141182899475
895,106.95504307746887
896,106.95270895957947
897,106.94352006912231
898,106.68519282341003
899,107.01733684539795
900,107.05308389663696
901,106.94463086128235
902,107.01088190078735
903,107.09493899345398
904,107.05020403862
905,130.0363540649414
906,107.07453799247742
907,107.03875613212585
908,106.88101387023926
909,106.93926978111267
910,107.06109309196472
911,128.34027194976807
912,107.04198002815247
913,107.04057502746582
914,107.04029512405396
915,129.16206073760986
916,129.2195529937744
917,106.93676686286926
918,107.03244709968567
919,107.0485098361969
920,106.94043803215027
921,107.03307890892029
922,107.03052282333374
923,105.0969820022583
924,130.0148730278015
925,107.03075909614563
926,107.02634978294373
927,107.04510521888733
928,100.07253408432007
929,106.99005889892578
930,128.32270073890686
931,107.01828527450562
932,106.6040210723877
933,107.01062297821045
934,106.97804808616638
935,130.06871724128723
936,106.91025304794312
937,107.05626702308655
938,107.03659200668335
939,105.81829786300659
940,107.01840114593506
941,129.1420180797577
942,106.8422212600708
943,107.00002098083496
944,130.05220484733582
945,106.97225999832153
946,107.01231908798218
947,107.04272699356079
948,106.96635699272156
949,105.77840209007263
950,105.72090816497803
951,106.83312487602234
952,100.0489091873169
953,106.99088668823242
954,107.03258204460144
955,106.96164298057556
956,106.99545192718506
957,106.9544358253479
958,107.01084613800049
959,106.99634981155396
960,106.88568210601807
961,106.95228600502014
962,107.01062393188477
963,106.95703911781311
964,130.01797008514404
965,107.03161478042603
966,106.95296692848206
967,130.0317108631134
968,106.94879984855652
969,107.02594304084778
970,106.88561201095581
971,106.94594192504883
972,100.03607487678528
973,106.88333129882812
974,106.98494482040405
975,106.9453558921814
976,106.97737193107605
977,105.69979071617126
978,106.87818193435669
979,130.03351402282715
980,129.9668641090393
981,106.91937899589539
982,107.0239667892456
983,106.99281191825867
984,129.12651896476746
985,106.93454480171204
986,106.97695517539978
987,106.86926579475403
988,106.93247413635254
989,106.9804310798645
990,106.9721987247467
991,106.9726676940918
992,130.02363395690918
993,106.98776197433472
994,130.02169394493103
995,106.79474806785583
996,106.99957299232483
997,106.86863994598389
998,106.87102603912354
999,106.95932102203369
